title,price_idr,city,district,bedrooms,bathrooms,garage,land_size_m2,building_size_m2,scraped_at
Rumah Tua Lokasi Strategis Harga Umder Market Turun Harga di Menteng,28000000000.0,Jakarta Pusat,Menteng,,,,725.0,454.0,2026-05-21T17:05:03.592763+00:00
Rumah Menteng Hanya 6.8 Miliar Strategis Dekat MRT Bundaran Hi,6800000000.0,Jakarta Pusat,Menteng,4.0,3.0,2.0,144.0,280.0,2026-05-21T17:05:06.814024+00:00
Rumah Dijual Di Petojo Jakarta Pusat,10500000000.0,Jakarta Pusat,Cideng,5.0,6.0,2.0,248.0,350.0,2026-05-21T17:05:13.073440+00:00
"Rumah di kesehatan, jakarta pusat, lokasi strategis dekat cideng raya, tanah abang, roxy, tomang, favorit.jarang Ada",11500000000.0,Jakarta Pusat,Cideng,4.0,3.0,,343.0,300.0,2026-05-21T17:05:16.673316+00:00
Rumah Murah 2 Lantai 2 Kamar di Mangga Dua Selatan Dekat Jayakarta,488000000.0,Jakarta Pusat,Sawah Besar,2.0,2.0,,21.0,36.0,2026-05-21T17:05:18.938972+00:00
Rumah Tua Lokasi Strategis Harga Under Market Turun Harga di Menteng,28000000000.0,Jakarta Pusat,Menteng,,,,725.0,454.0,2026-05-21T17:05:22.462695+00:00
"Rumah 1Lt, Lingk Nyaman Strategis, Bebas Banjir di Rawasari Barat",2250000000.0,Jakarta Pusat,Cempaka Putih,5.0,3.0,2.0,160.0,160.0,2026-05-21T17:05:25.074624+00:00
"Rumah Plus Gudang, Cocok Untuk Kantor, Konveksi, Lokasi Strategis Gajah Mada",8000000000.0,Jakarta Pusat,Gajah Mada,2.0,4.0,9.0,512.0,1350.0,2026-05-21T17:05:27.971013+00:00
Hunian Eksklusif dan Strategis. di Jantung Jakarta Pusat,3500000000.0,Jakarta Pusat,Johar Baru,6.0,6.0,3.0,180.0,277.0,2026-05-21T17:05:31.326845+00:00
Rumah Ketapang dengan Luas 400M Bangunan Lama dengan 6 Kamar Tdiur,6000000000.0,Jakarta Pusat,Kemayoran,6.0,4.0,,400.0,400.0,2026-05-21T17:05:34.197059+00:00
Jual Rumah Springhill Kemayoran Jakarta Pusat,15000000000.0,Jakarta Pusat,Kemayoran,5.0,5.0,,300.0,1040.0,2026-05-21T17:05:37.424837+00:00
"Rumah siap huni di cideng, jakarta pusat..lokasi strategis dekat tanah abang..roxy..cideng raya dan tomang..bebas banjir..",6000000000.0,Jakarta Pusat,Cideng,4.0,3.0,,162.0,300.0,2026-05-21T17:05:44.976528+00:00
Dijual Rumah Tua Kebon Kacang Row Jalan Luas Cocok untuk Usaha,18000000000.0,Jakarta Pusat,Kebon Kacang,5.0,2.0,1.0,288.0,250.0,2026-05-21T17:05:47.336682+00:00
Rumah Baru Bangun Cempaka Putih 2 Lantai Dekat Kelapa Gading Sunter Jakarta Pusat,4700000000.0,Jakarta Pusat,Cempaka Putih,5.0,4.0,,115.0,200.0,2026-05-21T17:05:51.068343+00:00
Rumah siap huni lokasi Strategis..cideng Area..cck Hunian..dekat Musi..tanah abang..cideng raya..tomang raya..roxy..biak..,6500000000.0,Jakarta Pusat,Cideng,3.0,2.0,,254.0,200.0,2026-05-21T17:05:53.787011+00:00
Di Jual Rumah Mewah,15000000000.0,Jakarta Pusat,Senen,7.0,7.0,5.0,376.0,600.0,2026-05-21T17:06:00.398036+00:00
Rumah Murah 2 Lantai 2 Kamar di Mangga Dua Selatan Dekat Mabes,464000000.0,Jakarta Pusat,Sawah Besar,2.0,2.0,,19.0,36.0,2026-05-21T17:06:03.151625+00:00
Dijual Rumah Hoek di Springhill Kemayoran Jakarta Pusat,7500000000.0,Jakarta Pusat,Kemayoran,5.0,4.0,4.0,153.0,468.0,2026-05-21T17:06:05.048743+00:00
Rumah Siap Huniharus Terjual Cepat di Roxy (Lagi Bu ),1500000000.0,Jakarta Pusat,Roxy,3.0,2.0,1.0,117.0,140.0,2026-05-21T17:06:08.364799+00:00
Harga di Bawah Pasar Dijual Rumah 2 Lantai Area Kebon Sirih Jakarta Pusa,7000000000.0,Jakarta Pusat,Kebon Sirih,4.0,4.0,2.0,274.0,277.0,2026-05-21T17:06:12.393609+00:00
Brand New Cempaka Putih Tengah American Clasic,4700000000.0,Jakarta Pusat,Cempaka Putih,4.0,3.0,2.0,115.0,200.0,2026-05-21T17:06:16.145357+00:00
Springhill Fully Furnished Cantik 9X17 Hadap Selatan,4900000000.0,Jakarta Pusat,Kemayoran,4.0,4.0,2.0,153.0,400.0,2026-05-21T17:06:19.106501+00:00
Rumah Zona Komersial Strategis Salemba Tengah Senen Jakarta Pusat,53800000000.0,Jakarta Pusat,Salemba,15.0,10.0,5.0,1494.0,965.0,2026-05-21T17:06:22.195688+00:00
"Dijual Cepat Rumah Lokasi Strategis, Semi Furnish, SHM, Siap Huni**Agatha",2300000000.0,Jakarta Pusat,Glodok,2.0,2.0,2.0,84.0,168.0,2026-05-21T17:06:25.211037+00:00
Rumah Mewah di Kawasan Elit Cempaka Putih Tengah,6100000000.0,Jakarta Pusat,Cempaka Putih,6.0,4.0,,205.0,320.0,2026-05-21T17:06:28.800591+00:00
Rumah Kost Kartini 4 Lantai,7000000000.0,Jakarta Pusat,Sawah Besar,33.0,33.0,,225.0,750.0,2026-05-21T17:06:34.598372+00:00
Dijual Rumah 657M2 di Menteng Jakarta Pusat,58300000000.0,Jakarta Pusat,Menteng,6.0,5.0,,657.0,657.0,2026-05-21T17:06:37.247042+00:00
Dijual Rumah Hitung Tanah Posisi Depan Taman,6500000000.0,Jakarta Pusat,Salemba,,,,219.0,200.0,2026-05-21T17:06:40.150064+00:00
"Jual Cepat Rumah Cantik di Dwi Warna, Karang Anyar , Sawah Besar Jakarta Pusat 1,5 Lantai",6000000000.0,Jakarta Pusat,Karang Anyar,4.0,4.0,1.0,252.0,252.0,2026-05-21T17:06:42.704669+00:00
"Rumah Klasik di Dekat Jl. Dipenogoro, Menteng, Jakarta Pusat",90000000000.0,Jakarta Pusat,Menteng,7.0,5.0,5.0,1008.0,1500.0,2026-05-21T17:06:49.886345+00:00
Di Jual Cepat Rumah Di Pusat Kota Jakarta,4000000000.0,Jakarta Pusat,Petojo,5.0,3.0,,108.0,100.0,2026-05-21T17:06:52.631782+00:00
Rumah Jual Jalan Bendungan Jatiluhur Jakarta Pusat,13000000000.0,Jakarta Pusat,Bendungan Hilir,5.0,4.0,,230.0,350.0,2026-05-21T17:06:55.417113+00:00
Rumah siap huni lokasi bagus lingkungan nyaman cempaka putih tengah,18000000000.0,Jakarta Pusat,Cempaka Putih,5.0,5.0,4.0,513.0,271.0,2026-05-21T17:07:04.584160+00:00
Rumah Mewah With Pool di Gunung Sahari - Dekat Pusat Pemerintahan,9700000000.0,Jakarta Pusat,Gunung Sahari,6.0,7.0,3.0,280.0,420.0,2026-05-21T17:07:07.959005+00:00
"Rumah 2 Lantai di Jl Kramat Jaya Baru, Johar Baru. Dkt ke Percetakan Negara",1810000000.0,Jakarta Pusat,Johar Baru,4.0,3.0,1.0,150.0,220.0,2026-05-21T17:07:10.634770+00:00
Rumah Lama Cocok untuk Kantor Kost Mewah Lahan Parkir dan Usaha,18000000000.0,Jakarta Pusat,Tanah Abang,3.0,2.0,2.0,452.0,380.0,2026-05-21T17:07:13.724925+00:00
Petojo Selatan Jakarta Pusat,11000000000.0,Jakarta Pusat,Petojo,9.0,5.0,,457.0,350.0,2026-05-21T17:07:17.415302+00:00
Turun Harga Di Bwh Pasaran Rumah Hitung Tanah Posisi Hoek Di Menteng Jakarta Pusat,75000000000.0,Jakarta Pusat,Menteng,5.0,3.0,4.0,870.0,600.0,2026-05-21T17:07:20.500283+00:00
"Rumah Asri di Area Komersial Cikini, Menteng, Jakarta Pusat",29500000000.0,Jakarta Pusat,Cikini,7.0,4.0,8.0,528.0,600.0,2026-05-21T17:07:24.504158+00:00
"Rumah Modern Minimalis 2,5 Lantai di Kwitang Senen, Jakarta Pusat",2900000000.0,Jakarta Pusat,Senen,3.0,2.0,1.0,53.0,83.0,2026-05-21T17:07:27.638930+00:00
Rumah Mewah di Menteng Jakarta Pusat Dekat Monumen Nasional,98000000000.0,Jakarta Pusat,Menteng,4.0,7.0,2.0,1100.0,1800.0,2026-05-21T17:07:31.044406+00:00
Seharga NJOP Rumah Siap Huni Gunung Sahari,2900000000.0,Jakarta Pusat,Gunung Sahari,5.0,5.0,3.0,166.0,300.0,2026-05-21T17:07:34.323106+00:00
Dijual Brand New Rumah Mewah American Classic di Cempaka Putih,5800000000.0,Jakarta Pusat,Cempaka Putih,4.0,3.0,2.0,169.0,290.0,2026-05-21T17:07:36.755129+00:00
Dijual Rumah Baru Mewah Cempaka Putih Tengah Tengah,5700000000.0,Jakarta Pusat,Cempaka Putih,4.0,4.0,2.0,133.0,200.0,2026-05-21T17:07:39.288869+00:00
Rumah Baru Modern Classic Dalam Komplek Akses Super Lebar di Cempaka Putih Jakarta Pusat,4700000000.0,Jakarta Pusat,Cempaka Putih,5.0,4.0,2.0,115.0,200.0,2026-05-21T17:07:42.388793+00:00
Dijual Murah Rumah Cempaka Putih Tengah Dibawah Pasaran,5900000000.0,Jakarta Pusat,Cempaka Putih,4.0,4.0,2.0,202.0,325.0,2026-05-21T17:07:45.488760+00:00
Jual Cepat Murah Rumah di Cempak Putih Dekat Rs Pertamina,4500000000.0,Jakarta Pusat,Cempaka Putih,7.0,3.0,2.0,235.0,300.0,2026-05-21T17:07:47.785769+00:00
"For Sale, Rumah di Menten,G",58000000000.0,Jakarta Pusat,Menteng,5.0,4.0,8.0,753.0,550.0,2026-05-21T17:07:54.452574+00:00
Rumah Lux Baru. Tomang. 3 Lantai. 5X18. Jalan 2 Mobil. Siap Huni,3300000000.0,Jakarta Pusat,Cideng,4.0,4.0,2.0,90.0,200.0,2026-05-21T17:07:58.136821+00:00
"DIJUAL RUMAH BRAND NEW !! CEMPAKA PUTIH KOSONGAN 2,5 LANTAI",6000000000.0,Jakarta Pusat,Cempaka Putih,4.0,4.0,,167.0,370.0,2026-05-21T17:08:04.609727+00:00
Rumah Baru. Tomang. 4 Lantai. 6X15. Jalan 2 Mobil. Siap Huni,3370000000.0,Jakarta Pusat,Cideng,4.0,4.0,2.0,90.0,200.0,2026-05-21T17:08:10.055359+00:00
Rumah Mewah Bagus Siap Huni Di Rajawali Kemayoran Jakarta Pusat,14000000000.0,Jakarta Pusat,Kemayoran,5.0,7.0,2.0,440.0,482.0,2026-05-21T17:08:13.209590+00:00
"Rumah, 1 Lantai, di Menteng, Dekat Sekolah dan Universitas",9000000000.0,Jakarta Pusat,Menteng,6.0,4.0,2.0,374.0,374.0,2026-05-21T17:08:16.978942+00:00
Rumah Asri Strategis Dkt Thamrin di Menteng Jakarta Pusat/Jk469,62000000000.0,Jakarta Pusat,Menteng,7.0,5.0,4.0,736.0,500.0,2026-05-21T17:08:20.593157+00:00
Dijual Rumah Mewah Siap Huni di Menteng Jakarta Pusat,33000000000.0,Jakarta Pusat,Menteng,10.0,9.0,4.0,395.0,788.0,2026-05-21T17:08:22.994654+00:00
"Dijual Rumah Siap Huni ! Kemayoran, Jakarta Pusat",3200000000.0,Jakarta Pusat,Kemayoran,4.0,3.0,4.0,280.0,200.0,2026-05-21T17:08:25.422786+00:00
Dijual Rumah Mewah Siap Huni di Menteng Jakarta Pusat,112000000000.0,Jakarta Pusat,Menteng,6.0,6.0,7.0,1400.0,2000.0,2026-05-21T17:08:27.998325+00:00
Diijual Rumah Mewah Siap Huni di Menteng Jakarta Pusat,135000000000.0,Jakarta Pusat,Menteng,5.0,5.0,12.0,1050.0,1509.0,2026-05-21T17:08:31.546152+00:00
Dijual Rumah Tua Hitung Tanah Cocok untuk Bisnis Kostan di Menteng,13000000000.0,Jakarta Pusat,Menteng,6.0,2.0,,340.0,150.0,2026-05-21T17:08:34.090795+00:00
Dijual Rumah Daerah Menteng Jakarta Pusat,20000000000.0,Jakarta Pusat,Menteng,8.0,5.0,,670.0,250.0,2026-05-21T17:08:37.581314+00:00
Dijual Rumah Terawat di Jalan Situbondo Menteng SHM,60000000000.0,Jakarta Pusat,Menteng,2.0,2.0,4.0,639.0,350.0,2026-05-21T17:08:40.887497+00:00
Mangga 2 Rumah 3 Lt Dijual di Perumahan Bumi Jayakarta Indah Jakarta Pusat,2210000000.0,Jakarta Pusat,Sawah Besar,3.0,2.0,2.0,128.0,305.0,2026-05-21T17:08:44.103763+00:00
"Rumah Cantik di Jual Cepat Dkt Sman 77, Cempaka Putih, Jakpus.",4700000000.0,Jakarta Pusat,Cempaka Putih,5.0,4.0,2.0,115.0,200.0,2026-05-21T17:08:47.336886+00:00
"Dijual Rumah di Daerah Danau Semayam, Pejompongan, Jakarta Pusat",8500000000.0,Jakarta Pusat,Pejompongan,12.0,12.0,,200.0,300.0,2026-05-21T17:08:49.723486+00:00
Furnished 4 bedrooms house cempaka putih for sale,4700000000.0,Jakarta Pusat,Cempaka Putih,4.0,4.0,,138.0,250.0,2026-05-21T17:08:51.882935+00:00
"Rumah Menteng Inti, Minimalis, Jakarta Pusat",19200000000.0,Jakarta Pusat,Menteng,3.0,2.0,,353.0,200.0,2026-05-21T17:08:58.644257+00:00
"Bisa KPR, 1 Lantai, SHM, Dekat Pusat Perbelanjaan, Bebas Banjir,",18000000000.0,Jakarta Pusat,Kebon Kacang,4.0,1.0,1.0,288.0,150.0,2026-05-21T17:09:08.250354+00:00
"Rumah Asri Nan Elegan di Jalan Ki Mangunsarkoro Menteng, Jakarta Pusat",62000000000.0,Jakarta Pusat,Menteng,7.0,5.0,4.0,736.0,500.0,2026-05-21T17:09:11.944523+00:00
Rumah Menteng Jakarta Pusat 2 Lantai,7000000000.0,Jakarta Pusat,Menteng,4.0,4.0,,149.0,175.0,2026-05-21T17:09:15.479072+00:00
"Rumah Menteng, Jakarta Pusat Hadap Timur 1,5 Lantai",12500000000.0,Jakarta Pusat,Menteng,4.0,2.0,,457.0,428.0,2026-05-21T17:09:23.790594+00:00
Rumah Menteng Pinggir Jalan Raya Hitung Tanah Harga Mendekati NJOP,29000000000.0,Jakarta Pusat,Menteng,6.0,3.0,,646.0,455.0,2026-05-21T17:09:26.503508+00:00
Rumah Menteng Jakarta Pusat Akses 2 Mobil,19000000000.0,Jakarta Pusat,Menteng,3.0,3.0,,291.0,194.0,2026-05-21T17:09:29.840193+00:00
"Di Jual Kost Eksklusif Area Menteng, Investasi Premium di Jantung Jakarta",15000000000.0,Jakarta Pusat,Menteng,24.0,20.0,10.0,210.0,632.0,2026-05-21T17:09:32.702421+00:00
"Dijual Rumah Baru LT 64 M2 di Sumur Batu, Jakarta Pusat Murah",2200000000.0,Jakarta Pusat,Sumur Batu,4.0,4.0,1.0,64.0,120.0,2026-05-21T17:09:36.622255+00:00
Rumah Mewah Menteng Jakarta Pusat Siap Huni,55000000000.0,Jakarta Pusat,Menteng,8.0,10.0,4.0,733.0,548.0,2026-05-21T17:09:39.473978+00:00
Rumah Menteng Siap Huni Strategis,95000000000.0,Jakarta Pusat,Menteng,7.0,8.0,2.0,1000.0,900.0,2026-05-21T17:09:42.883980+00:00
Rumah di Daerah Menteng Jakarta Pusat,19000000000.0,Jakarta Pusat,Menteng,3.0,3.0,,291.0,194.0,2026-05-21T17:09:46.353750+00:00
Jual Rumah Hitung Harga Tanah .Lokasi Strategis,18000000000.0,Jakarta Pusat,Kebon Kacang,4.0,2.0,2.0,288.0,100.0,2026-05-21T17:09:50.815978+00:00
"Murah! Strategis! Dijual Rumah Mewah Dlm Cluster di Kemandoran,Kebayoran Lama,Jakarta Selatan.",12900000000.0,Jakarta Pusat,Kemayoran,4.0,5.0,3.0,350.0,600.0,2026-05-21T17:09:54.029317+00:00
Rumah Hitung Tanah Lokasi Strategis di Menteng,15000000000.0,Jakarta Pusat,Menteng,4.0,3.0,,291.0,200.0,2026-05-21T17:09:56.960837+00:00
Dijual Rumah Murah Dibawah NJOP Menteng Area Jakarta Pusat,7500000000.0,Jakarta Pusat,Menteng,5.0,4.0,,274.0,267.0,2026-05-21T17:09:59.800401+00:00
Di Jual Rumah Cempaka Putih Tengah Jakarta Pusat,6400000000.0,Jakarta Pusat,Cempaka Putih,4.0,3.0,3.0,181.0,244.0,2026-05-21T17:10:03.234447+00:00
Dijual Cepat Rumah Klasik Premium Strategis Menteng Jak Pus,49500000000.0,Jakarta Pusat,Menteng,9.0,9.0,5.0,619.0,604.0,2026-05-21T17:10:06.975614+00:00
"Dijual Rumah di Prime Area,Menteng",40000000000.0,Jakarta Pusat,Menteng,4.0,3.0,2.0,348.0,350.0,2026-05-21T17:10:13.277169+00:00
"Jual Rumah Siap Huni Ki Mangunsarkoro, Menteng Jakarta Pusat",50000000000.0,Jakarta Pusat,Menteng,10.0,9.0,6.0,596.0,750.0,2026-05-21T17:10:16.501873+00:00
Rumah Cempaka Putih Tengah 378M Jakarta Pusat.,7900000000.0,Jakarta Pusat,Cempaka Putih,9.0,7.0,2.0,378.0,600.0,2026-05-21T17:10:19.661380+00:00
Dijual Rumah Lama Masih Siap Huni Mangunsarkoro Menteng Jakpus,60000000000.0,Jakarta Pusat,Menteng,5.0,2.0,4.0,735.0,500.0,2026-05-21T17:10:22.841750+00:00
Dijual Rumah di Pasar Baru - Harga Nego,11000000000.0,Jakarta Pusat,Pasar Baru,3.0,2.0,,382.0,382.0,2026-05-21T17:10:26.700273+00:00
"Rumah di Area Menteng, Dekat Proklamasi, Salemba, Matraman",16500000000.0,Jakarta Pusat,Menteng,5.0,4.0,2.0,414.0,250.0,2026-05-21T17:10:29.912023+00:00
Nego Rumah Sudah SHM Bagus di Cempaka Putih Jakarta Pusat,3750000000.0,Jakarta Pusat,Cempaka Putih,5.0,3.0,1.0,139.0,278.0,2026-05-21T17:10:32.927917+00:00
Jual Rumah Kost Eksklusif di Menteng Jakarta Pusat - Lokasi Elit & Langka,17000000000.0,Jakarta Pusat,Menteng,12.0,12.0,,242.0,350.0,2026-05-21T17:10:35.430622+00:00
Rumah Klasik 2 Lantai di Menteng Jakarta Pusat,66000000000.0,Jakarta Pusat,Menteng,6.0,5.0,4.0,664.0,500.0,2026-05-21T17:10:39.488705+00:00
Rumah Area Menteng. Langka. Jarang Ada. Lokasi Strategis,75000000000.0,Jakarta Pusat,Menteng,6.0,4.0,,1250.0,708.0,2026-05-21T17:10:42.115757+00:00
"Rumah Jl Salemba Tengah, Senen",11700000000.0,Jakarta Pusat,Senen,4.0,2.0,,450.0,270.0,2026-05-21T17:10:45.772034+00:00
"Di Jual Cepat]Rumah Modern dengan Lingkungan Asri,Bebas Banjir,Dan Dekat dengan Falitas Umum.akses Mudah ke Toll,Mall,Sekolah dan Transportasi Umum.",3500000000.0,Jakarta Pusat,Percetakan Negara,5.0,6.0,3.0,180.0,270.0,2026-05-21T17:10:48.262504+00:00
"Rumah Lama Layak Huni + Tempat Usaha, di Jakarta Pusat: Percetakan Negara, Salemba, Senen",17000000000.0,Jakarta Pusat,Senen,4.0,4.0,,468.0,380.0,2026-05-21T17:10:52.000658+00:00
"Dijual Rumah + Warung - Lokasi Strategis Kemayoran, Jakarta Pusat",3500000000.0,Jakarta Pusat,Kemayoran,4.0,2.0,,320.0,200.0,2026-05-21T17:10:55.031088+00:00
Rumah Lokasi Bagus di Menteng Jakarta Pusat,43000000000.0,Jakarta Pusat,Menteng,4.0,3.0,6.0,611.0,900.0,2026-05-21T17:11:01.327450+00:00
"Dijual Ruko Komersial Kemayoran Jakarta Pusat - LT 273M², Cocok untuk Usaha Percetakan Lokasi Sangat Startegis",9000000000.0,Jakarta Pusat,Kemayoran,1.0,1.0,1.0,273.0,675.0,2026-05-21T17:11:05.216333+00:00
"Rumah Jl Kebon Kacang, Tanah Abang",18000000000.0,Jakarta Pusat,Kebon Kacang,4.0,4.0,,340.0,380.0,2026-05-21T17:11:09.129524+00:00
Rumah Kosttotal 26 Kamar di Bendungan Hilir,11500000000.0,Jakarta Pusat,Bendungan Hilir,26.0,27.0,2.0,166.0,536.0,2026-05-21T17:11:11.935414+00:00
"Rumah Lokasi Dekat Sarinah,dekat Ke Jl.hos Cokroaminoto, Menteng",21000000000.0,Jakarta Pusat,Menteng,3.0,3.0,2.0,288.0,225.0,2026-05-21T17:11:14.821480+00:00
Dijual Rumah Mewah Cempaka Putih Jakarta Pusat,14000000000.0,Jakarta Pusat,Cempaka Putih,4.0,4.0,5.0,400.0,600.0,2026-05-21T17:11:18.034271+00:00
Rumah Baru Dalam Komplek Elite One Gate di Cempaka Putih Tengah Jakarta Pusat,5750000000.0,Jakarta Pusat,Cempaka Putih,4.0,4.0,2.0,133.0,200.0,2026-05-21T17:11:25.656637+00:00
Dijual Cepat Rumah Luas di Cempaka Putih Jakarta Pusat,12000000000.0,Jakarta Pusat,Cempaka Putih,5.0,6.0,2.0,382.0,429.0,2026-05-21T17:11:29.053469+00:00
Rumah di Kawasan Elit Jakarta Pusat 9653,60000000000.0,Jakarta Pusat,Menteng,7.0,7.0,,735.0,500.0,2026-05-21T17:11:32.274586+00:00
rumah 2 lantai fengan harga terjangkau dekat perkantoran lokasi strategis di kemayoran jakarta pusat,430000000.0,Jakarta Pusat,Kemayoran,2.0,2.0,,20.0,39.0,2026-05-21T17:11:34.556473+00:00
"Dijual Cepat Rumah Mewah 3,5 Lantai di Cempaka Putih Tengah, Jakarta Pusat",14200000000.0,Jakarta Pusat,Cempaka Putih,5.0,5.0,5.0,360.0,900.0,2026-05-21T17:11:37.720166+00:00
"Dijual Rumah Brand New di Cempaka Putih,Siap Huni,Jakarta Pusat",4700000000.0,Jakarta Pusat,Cempaka Putih,5.0,4.0,2.0,115.0,200.0,2026-05-21T17:11:40.566459+00:00
"Di jual rumah tua di cideng,jakarta pusat",14000000000.0,Jakarta Pusat,Cideng,4.0,4.0,1.0,430.0,300.0,2026-05-21T17:11:44.226177+00:00
Jual Cepat Rumah Tua di Pengangsaan Luas 493 Sqm Jakarta Pusat,8000000000.0,Jakarta Pusat,Menteng,12.0,9.0,,493.0,250.0,2026-05-21T17:11:46.904065+00:00
Rumah Menteng Stategis Nyaman,39000000000.0,Jakarta Pusat,Menteng,13.0,11.0,2.0,510.0,650.0,2026-05-21T17:11:53.840743+00:00
Rumah Asri 2 Lantai Cocok untuk Kosan Jl Johar Baru Jakarta Pusat,13000000000.0,Jakarta Pusat,Johar Baru,7.0,4.0,6.0,883.0,880.0,2026-05-21T17:11:56.775960+00:00
Rumah Mewah Keadilan Glodok 5 Lantai Garasi Carport 7 Mobil,16500000000.0,Jakarta Pusat,Glodok,9.0,6.0,7.0,359.0,846.0,2026-05-21T17:11:59.639261+00:00
"Gedung Strategis dan Hoek di Cikini, Jakarta Pusat",125000000000.0,Jakarta Pusat,Cikini,,,,800.0,2500.0,2026-05-21T17:12:02.209678+00:00
Rumah Semi Furnish Jalan Cempaka Putih Tengah Jakarta Pusat,3300000000.0,Jakarta Pusat,Cempaka Putih,4.0,4.0,1.0,112.0,168.0,2026-05-21T17:12:05.605024+00:00
"Rumah Bagus 2 Lantai Siap Huni Lokasi Strategis di Thamrin Residence, Jakarta Pusat",3000000000.0,Jakarta Pusat,Thamrin,2.0,2.0,2.0,125.0,121.0,2026-05-21T17:12:07.850801+00:00
"Rumah Bagus 2 Lantai di Thamrin Residence, Jakarta Pusat",3000000000.0,Jakarta Pusat,Thamrin,2.0,2.0,2.0,125.0,121.0,2026-05-21T17:12:10.928727+00:00
"Di Jual Rumah Cempaka Putih, Jakarta Pusat",5000000000.0,Jakarta Pusat,Cempaka Putih,5.0,2.0,2.0,209.0,150.0,2026-05-21T17:12:13.553926+00:00
Dijual Rumah Tua Hitung Tanah Harga Mendekati NJOP di Cideng,6500000000.0,Jakarta Pusat,Cideng,4.0,3.0,2.0,247.0,320.0,2026-05-21T17:12:16.407371+00:00
"Rumah American Style Dijual Cepat Bagus Utk Sewa Per Unit Condominium, Menteng, Jakpus",55000000000.0,Jakarta Pusat,Menteng,11.0,9.0,6.0,629.0,505.0,2026-05-21T17:12:19.560791+00:00
Jual Cepat Rumah Mewah Super Murah di Pejompongan.,9500000000.0,Jakarta Pusat,Pejompongan,5.0,3.0,2.0,283.0,369.0,2026-05-21T17:12:22.670108+00:00
"Rumah, 2 Lantai, di Johar Baru, Jalan 1 Mobil",575000000.0,Jakarta Pusat,Johar Baru,4.0,2.0,,27.0,40.0,2026-05-21T17:12:28.665764+00:00
Dijuak Rumah Menteng Jakarta Pusat,8500000000.0,Jakarta Pusat,Menteng,5.0,5.0,,155.0,256.0,2026-05-21T17:12:31.619594+00:00
Rumah Tua. Kartini Pasar Baru. 9X12. Jalan 2 Mobil,1700000000.0,Jakarta Pusat,Kartini,,,,108.0,10.0,2026-05-21T17:12:33.974897+00:00
Menteng Murah Daerah Ok,17000000000.0,Jakarta Pusat,Menteng,3.0,3.0,2.0,156.0,285.0,2026-05-21T17:12:37.418766+00:00
Luxury House At Menteng Prestigious Area In Jakarta,55000000000.0,Jakarta Pusat,Menteng,5.0,5.0,4.0,540.0,700.0,2026-05-21T17:12:40.000345+00:00
Dijual Rumah 2Lt.  Semi Furnished Lokasi Tengah Kota Jakarta,5300000000.0,Jakarta Pusat,Pejompongan,3.0,2.0,,119.0,178.0,2026-05-21T17:12:43.004168+00:00
"Rumah Modern Minimalis 2 Lantai Harga Terjangkau Di Johar Baru, Jakarta Pusat",1150000000.0,Jakarta Pusat,Johar Baru,3.0,3.0,,62.0,100.0,2026-05-21T17:12:45.456584+00:00
Dijual Cepat Rumah 3 Lantai Kemayoran - Harga Turun,3300000000.0,Jakarta Pusat,Kemayoran,4.0,3.0,1.0,125.0,144.0,2026-05-21T17:12:49.015274+00:00
Rumah Mewah Siap Huni Di Menteng Jakarta Pusat Rumah Bagus SHM di Menteng,60000000000.0,Jakarta Pusat,Menteng,9.0,9.0,6.0,733.0,548.0,2026-05-21T17:12:52.672749+00:00
"Dijual Cepat Rumah Baru + Kolam Renang di Senen, Jakarta Pusat",14000000000.0,Jakarta Pusat,Senen,5.0,5.0,3.0,294.0,482.0,2026-05-21T17:12:56.426333+00:00
"Rumah Murah Bgt 2Lt di Jl Rawasari Timur 3, Cempaka Putih Timur",2700000000.0,Jakarta Pusat,Cempaka Putih,4.0,3.0,,155.0,220.0,2026-05-21T17:13:02.685949+00:00
Rumah Hook 1½ Lt Taman Luas di Lokasi Prestisius Menteng Jakarta,85000000000.0,Jakarta Pusat,Menteng,7.0,4.0,,885.0,400.0,2026-05-21T17:13:04.385873+00:00
Dijual Rumah 2 Lantai di Metland Menteng Cluster Victoria Jakarta Pusat,1900000000.0,Jakarta Pusat,Menteng,3.0,2.0,2.0,102.0,102.0,2026-05-21T17:13:07.524562+00:00
"Jual Cepat Rumah Hook Luas di Senen, Tanah Tinggi, Jakarta Pusat",4900000000.0,Jakarta Pusat,Senen,3.0,1.0,3.0,351.0,130.0,2026-05-21T17:13:09.809981+00:00
Rumah Siap Huni 2 Lantai Kalibaru Jakarta Pusat Rp 5.5 M Nego Rumah Di Kalibaru Timur Jakarta 2 Lantai Shm Bagus Barat,5500000000.0,Jakarta Pusat,Senen,6.0,3.0,3.0,260.0,440.0,2026-05-21T17:13:12.841012+00:00
"Rumah Modern Brand New 3 Lantai di Johar Baru, Jakarta Pusat",1800000000.0,Jakarta Pusat,Johar Baru,4.0,5.0,1.0,63.0,150.0,2026-05-21T17:13:15.783822+00:00
Rumah 2 Lantai Layak Huni di Sumur Batu Jakarta Pusat,1650000000.0,Jakarta Pusat,Sumur Batu,3.0,2.0,,75.0,150.0,2026-05-21T17:13:20.927488+00:00
"Rumah Modern Brand New 2 Lantai di Cempaka Putih, Jakarta Pusat",4700000000.0,Jakarta Pusat,Cempaka Putih,5.0,4.0,2.0,120.0,200.0,2026-05-21T17:13:24.593508+00:00
